x y displacement_x displacement_y
805 1125 3.32493 0.857116
805 1135 3.51029 0.946373
805 1145 3.67273 1.19526
805 1155 3.65842 1.4423
805 1165 3.64122 1.59276
805 1175 3.63909 1.6882
805 1185 3.61198 1.61182
805 1195 3.67595 1.58756
805 1205 3.67712 1.68834
805 1215 3.56971 1.78706
805 1225 3.44644 1.86765
805 1235 3.34202 1.88351
805 1245 3.33061 1.92013
805 1255 3.27698 2.00836
805 1265 3.03416 1.98302
805 1275 2.88844 1.91874
805 1285 2.72742 2.00248
805 1295 2.51267 2.00752
805 1305 2.46331 1.96028
805 1315 2.49979 2.03125
805 1325 2.36139 2.26558
805 1335 2.11826 2.41647
805 1345 1.83604 2.27656
805 1355 1.8496 2.12826
805 1365 2.10399 2.36496
815 555 -8.72424 -7.39935
815 565 -8.54695 -6.44172
815 575 -8.40709 -5.60581
815 585 -8.17813 -5.26198
815 595 -7.93859 -4.9343
815 605 -7.9167 -4.6942
815 615 -7.86536 -4.65558
815 625 -7.57441 -4.54685
815 635 -7.14596 -4.38304
815 645 -6.69284 -4.06741
815 655 -6.28889 -3.74357
815 665 -5.86308 -3.55619
815 675 -5.70225 -3.37871
815 685 -5.63803 -2.8146
815 695 -5.3294 -2.76561
815 705 -4.681 -3.00489
815 715 -3.80244 -2.64086
815 725 -3.27683 -2.33263
815 735 -3.08692 -2.29388
815 745 -2.7247 -2.18276
815 755 -2.09546 -1.74546
815 765 -1.24799 -1.45269
815 775 -0.371676 -1.27441
815 785 -0.343643 -1.19131
815 795 -0.401575 -1.09871
815 805 -0.0670186 -1.0318
815 815 0.207701 -0.956657
815 825 0.295351 -0.790073
815 835 0.799302 -0.741398
815 845 0.671773 -1.06983
815 855 -0.0233237 -0.709902
815 865 0.532599 -0.458801
815 875 0.96726 -0.393506
815 885 1.11012 -0.364867
815 895 1.44904 -0.374191
815 905 1.91048 -0.355178
815 915 1.64763 -0.209633
815 925 1.55409 -0.125974
815 935 1.7709 -0.084673
815 945 1.77158 -0.0762813
815 955 1.48087 -0.109797
815 965 1.6452 -0.254231
815 975 2.05337 -0.0619062
815 985 1.92514 0.369269
815 995 1.72906 0.236539
815 1005 2.05232 0.196373
815 1015 2.14175 0.323241
815 1025 2.51313 0.875351
815 1035 2.47924 0.570843
815 1045 2.59256 0.737377
815 1055 2.79595 1.10369
815 1065 2.79199 1.01576
815 1075 2.80744 0.866077
815 1085 3.12797 0.862817
815 1095 3.40931 0.882187
815 1105 3.34593 0.923725
815 1115 3.34684 0.907101
815 1125 3.41162 0.938022
815 1135 3.54745 1.06913
815 1145 3.75234 1.29286
815 1155 3.73805 1.47714
815 1165 3.49875 1.67784
815 1175 3.44615 1.75669
815 1185 3.46916 1.67099
815 1195 3.59051 1.66527
815 1205 3.57352 1.78004
815 1215 3.51439 1.93787
815 1225 3.50235 2.1126
815 1235 3.50416 2.19463
815 1245 3.61542 2.27028
815 1255 3.56552 2.35008
815 1265 3.10561 2.18992
815 1275 2.74644 2.04419
815 1285 2.52392 2.03077
815 1295 2.37185 2.07818
815 1305 2.41871 2.1516
815 1315 2.48344 2.20842
815 1325 2.43456 2.16651
815 1335 2.2072 2.29742
815 1345 1.89028 2.40035
815 1355 1.73629 2.38419
815 1365 1.89074 2.30377
825 555 -8.75473 -6.29118
825 565 -8.54923 -5.81068
825 575 -8.51621 -5.57581
825 585 -8.4411 -5.38435
825 595 -8.16477 -5.0769
825 605 -7.99529 -4.86849
825 615 -7.9792 -4.72932
825 625 -7.86549 -4.59738
825 635 -7.34022 -4.52063
825 645 -6.9481 -4.28128
825 655 -6.62166 -3.95674
825 665 -6.12471 -3.76657
825 675 -5.52068 -3.8139
825 685 -5.17541 -3.41571
825 695 -5.05652 -3.13539
825 705 -4.80374 -3.14025
825 715 -4.06061 -2.82032
825 725 -3.47087 -2.46382
825 735 -3.10754 -2.22707
825 745 -2.70384 -1.96836
825 755 -2.28795 -1.85735
825 765 -1.58882 -1.66393
825 775 -0.85264 -1.29434
825 785 -0.62609 -1.08072
825 795 -0.467145 -0.885583
825 805 0.0948552 -0.812354
825 815 0.171131 -0.854349
825 825 0.385511 -0.728348
825 835 0.81958 -0.973859
825 845 0.740495 -1.10897
825 855 0.281069 -0.734503
825 865 0.595867 -0.586979
825 875 1.0143 -0.484794
825 885 1.42535 -0.324297
825 895 2.01975 -0.188488
825 905 2.05671 -0.18285
825 915 1.36123 -0.253649
825 925 1.18689 -0.279261
825 935 1.57812 -0.218479
825 945 1.71257 -0.165589
825 955 1.49424 -0.241367
825 965 1.47075 -0.360624
825 975 2.05244 -0.271438
825 985 1.72803 0.15056
825 995 1.34444 0.00835811
825 1005 1.94117 0.0989597
825 1015 2.48138 0.55438
