TITLE = "2D_DIC"
VARIABLES = "x [mm]", "y [mm]", "x-displacement [mm]", "y-displacement [mm]", "isValid"
ZONE T="Frame 0", I=41, J=41, F=POINT
STRANDID=1, SOLUTIONTIME=1.2
-4 -4 0.000283549194355914 1.09574401233925e-05
-4 -3.8 0.000291576309918975 4.39102647924083e-06
-4 -3.6 0.000298924994751524 -8.7068822063116e-06
-4 -3.4 0.000305365351271681 -2.16465809100572e-05
-4 -3.2 0.00031063157642558 -3.42355977345062e-05
-4 -3 0.000314421512305488 -4.62499498676983e-05
-4 -2.8 0.000316398318623219 -5.74350326084226e-05
-4 -2.6 0.00031619508478424 -6.75088632263317e-05
-4 -2.4 0.000313423266331413 -7.61683695595272e-05
-4 -2.2 0.000307685792836383 -8.3099362169815e-05
-4 -2 0.000298595490189153 -8.79906437505244e-05
-4 -1.8 0.000285799026854396 -9.05523482326528e-05
-4 -1.6 0.000269005886823889 -9.0538041262297e-05
-4 -1.4 0.000248020895424903 -8.77693696555743e-05
-4 -1.2 0.000222777663209592 -8.21611974348307e-05
-4 -1 0.00019336916040021 -7.37443611490271e-05
-4 -0.8 0.000160070787363974 -6.2682633107133e-05
-4 -0.6 0.000123351118324986 -4.92804371053648e-05
-4 -0.4 8.3866270147861e-05 -3.39785060667409e-05
-4 -0.2 4.24357024563288e-05 0.0655841095182721
-4 0 -1.01710939680888e-19 0.0655926893396828
-4 0.2 4.24357024563288e-05 -1.73360542519631e-05
-4 0.4 8.3866270147861e-05 -3.39785060667409e-05
-4 0.6 0.000123351118324986 -4.92804371053647e-05
-4 0.8 0.000160070787363974 -6.2682633107133e-05
-4 1 0.00019336916040021 -7.37443611490271e-05
-4 1.2 0.000222777663209592 -8.21611974348308e-05
-4 1.4 0.000248020895424903 -8.77693696555742e-05
-4 1.6 0.000269005886823889 -9.05380412622969e-05
-4 1.8 0.000285799026854396 -9.05523482326528e-05
-4 2 0.000298595490189153 -8.79906437505244e-05
-4 2.2 0.000307685792836383 -8.30993621698151e-05
-4 2.4 0.000313423266331413 -7.61683695595272e-05
-4 2.6 0.00031619508478424 -6.75088632263317e-05
-4 2.8 0.000316398318623219 -5.74350326084226e-05
-4 3 0.000314421512305488 -4.62499498676983e-05
-4 3.2 0.00031063157642558 -3.42355977345063e-05
-4 3.4 0.000305365351271681 -2.16465809100572e-05
-4 3.6 0.000298924994751524 -8.7068822063116e-06
-4 3.8 0.000291576309918975 4.39102647924083e-06
-4 4 0.000283549194355914 1.09574401233925e-05
-3.8 -4 0.00028259681685477 2.49864560616688e-05
-3.8 -3.8 0.000291225867139196 1.79370183754792e-05
-3.8 -3.6 0.000299243137562498 3.79659545319429e-06
-3.8 -3.4 0.000306415920443321 -1.03381497078289e-05
