x(mm) y(mm) z(mm) displacement_x displacement_y displacement_z
-820 -300 0 -0.0130457963084429 -0.00615911782569628 -0.0272677156030132
-820 -260 0 -0.0130803312652458 -0.00624522590549639 -0.0271634585746943
-820 -220 0 -0.0131325947546567 -0.00633591198005346 -0.0270725062922841
-820 -180 0 -0.0132033902179296 -0.00643049502361618 -0.026995544883838
-820 -140 0 -0.0132933324248367 -0.00652817910272262 -0.0269331838972144
-820 -100 0 -0.013402810985679 -0.00662807280343398 -0.0268859377446259
-820 -59.9999999999999 0 -0.0135319612719211 -0.00672921624709708 -0.0268542089012585
-820 -20 0 -0.0136806458532412 -0.00683061425196709 -0.0268382740225193
-820 20 0 0.0138484487983141 0.00693127331714681 0.0268382740225193
-820 59.9999999999999 0 0.0140346840028976 0.00703023947575873 0.0268542089012585
-820 100 0 0.0142384172708209 0.00712663383203499 0.0268859377446259
-820 140 0 0.0144585004228672 0.00721968282954271 0.0269331838972144
-820 180 0 0.0146936145003705 0.00730874095963169 0.026995544883838
-820 220 0 0.0149423183669317 0.00739330457944374 0.0270725062922841
-820 260 0 0.015203098792401 0.00747301657818718 0.0271634585746943
-820 300 0 0.015474418407888 0.00754766261410059 0.0272677156030132
-820 340 0 0.0157547586282216 0.00761716039124985 0.0273845338248977
-820 380 0 0.0160426555718347 0.00768154387621979 0.0275131309886086
-820 420 0 0.0163367279846847 0.00774094446728223 0.0276527036036086
-820 460 0 0.0166356970465931 0.00779557097910935 0.0278024425387502
-820 500 0 0.0169383986134135 0.00784568998229319 0.0279615463968806
-820 540 0 0.0172437888927071 0.00789160763093531 0.0281292325171285
-820 580 0 0.0175509447761215 0.00793365370054936 0.0283047456283453
-820 620 0 0.0178590600988731 0.00797216819538227 0.028487364303191
-820 660 0 0.0181674390174803 0.0080074905968819 0.0286764054436401
-820 700 0 0.0184754875417508 0.00803995162081783 0.0288712270713718
-820 740 0 0.0187827040678998 0.00806986722308234 0.0290712297089164
-820 780 0 0.0190886695669893 0.00809753452967192 0.0292758566281794
-820 820 0 0.019393037905875 0.00812322934861084 0.0294845932198116
-820 860 0 0.0196955266266242 0.00814720493532174 0.0296969657061483
-820 900 0 0.0199959083883249 0.0081696917154065 0.0299125393868175
-820 940 0 0.0202940031814916 0.0081908977102952 0.0301309165728712
-820 980 0 0.0205896713566453 0.00821100945502394 0.0303517343344479
-780 -980 0 -0.0139586065457832 -0.00541078177819934 -0.0298756604361639
-780 -940 0 -0.0138384526723698 -0.00540540686332236 -0.0296466348490509
-780 -900 0 -0.0137207687264567 -0.00540339966737306 -0.0294198149902213
-780 -860 0 -0.0136059932423954 -0.00540504648102864 -0.0291955691132873
-780 -820 0 -0.0134946217227783 -0.00541064828633199 -0.0289743036584569
-780 -780 0 -0.0133872125787968 -0.00542051859212393 -0.0287564661895638
-780 -740 0 -0.0132843931123795 -0.00543498020287712 -0.0285425482247295
-780 -700 0 -0.0131868652821113 -0.00545436067818264 -0.0283330878280044
-780 -660 0 -0.0130954108919814 -0.00547898622476563 -0.0281286717898455
-780 -620 0 -0.0130108957185089 -0.00550917376519144 -0.0279299371794584
-780 -580 0 -0.0129342719510187 -0.00554522095783357 -0.0277375720036456
-780 -540 0 -0.012866578170196 -0.00558739401402297 -0.0275523146582297
-780 -500 0 -0.0128089359473228 -0.00563591328473876 -0.0273749518148298
-780 -460 0 -0.0127625420360311 -0.00569093678397952 -0.0272063143557439
-780 -420 0 -0.0127286550859747 -0.00575254208751946 -0.0270472709635783
-780 -380 0 -0.012708575879323 -0.00582070739206367 -0.0268987190029666
-780 -340 0 -0.0127036203275199 -0.00589529292131831 -0.026761572413111
-780 -300 0 -0.0127150849138367 -0.00597602427826625 -0.0266367464743191
-780 -260 0 -0.0127442049530185 -0.00606247969485985 -0.0265251395263284
-780 -220 0 -0.0127921069482728 -0.00615408332425239 -0.0264276119981836
-780 -180 0 -0.0128597573829137 -0.00625010664859849 -0.0263449634413676
-780 -140 0 -0.0129479113426237 -0.00634967964556334 -0.0262779086048652
-780 -100 0 -0.0130570652150537 -0.0064518125298717 -0.0262270539014163
-780 -59.9999999999999 0 -0.013187418119749 -0.00655542771162693 -0.0261928758268819
-780 -20 0 -0.013338846481571 -0.00665940024655632 -0.0261757029503061
-780 20 0 0.0135108951815598 0.00676260374270507 0.0261757029503061
-780 59.9999999999999 0 0.01370278707299 0.00686395771957478 0.0261928758268819
-780 100 0 0.0139134505872287 0.00696247203197817 0.0262270539014163
-780 140 0 0.0141415630522646 0.00705728429018761 0.0262779086048652
-780 180 0 0.0143856056126334 0.00714768717810759 0.0263449634413676
-780 220 0 0.0146439245912664 0.00723314398103809 0.0264276119981836
-780 260 0 0.0149147939157833 0.007313292179794 0.0265251395263284
-780 300 0 0.0151964737894801 0.00738793634373599 0.0266367464743191
-780 340 0 0.0154872619076164 0.00745703253866322 0.026761572413111
-780 380 0 0.0157855349121758 0.00752066695881934 0.0268987190029666
-780 420 0 0.0160897791620282 0.00757903152035422 0.0270472709635783
-780 460 0 0.0163986110613611 0.00763239882706167 0.0272063143557439
-780 500 0 0.016710788026174 0.00768109838474851 0.0273749518148298
-780 540 0 0.0170252116561619 0.00772549533764905 0.0275523146582297
-780 580 0 0.0173409248614049 0.0077659724345655 0.0277375720036456
-780 620 0 0.0176571046468206 0.00780291546697292 0.0279299371794584
-780 660 0 0.0179730520657516 0.00783670208082476 0.0281286717898455
-780 700 0 0.0182881805903034 0.0078676936451017 0.0283330878280044
-780 740 0 0.0186020038648203 0.00789622974414297 0.0285425482247295
-780 780 0 0.0189141235456661 0.00792262482212033 0.0287564661895638
-780 820 0 0.0192242177043348 0.00794716652160576 0.0289743036584569
-780 860 0 0.0195320300889254 0.00797011530283645 0.0291955691132873
-780 900 0 0.0198373604004572 0.00799170498990976 0.0294198149902213
-780 940 0 0.02014005564043 0.00801214395366331 0.0296466348490509
-780 980 0 0.0204400025176799 0.00803161670151927 0.0298756604361639
-740 -980 0 -0.0137540378733325 -0.00528175297094558 -0.0293977192113553
-740 -940 0 -0.0136279766207126 -0.0052721614069644 -0.0291601532687758
-740 -900 0 -0.0135040650537054 -0.00526584598133841 -0.0289245229762259
-740 -860 0 -0.0133827317506472 -0.00526311040976374 -0.0286911989550491
-740 -820 0 -0.0132644654717226 -0.00526427787006909 -0.0284605934433226
-740 -780 0 -0.0131498223386962 -0.00526968950515098 -0.0282331640157416
-740 -740 0 -0.0130394333321366 -0.00527970183423795 -0.0280094173107063
-740 -700 0 -0.012934011871672 -0.00529468277160092 -0.0277899126304356
-740 -660 0 -0.0128343611255371 -0.00531500591380886 -0.027575265231196
-740 -620 0 -0.0127413805445369 -0.00534104273318613 -0.027366149062625
-740 -580 0 -0.0126560709324398 -0.00537315231909565 -0.0271632986486918
-740 -540 0 -0.0125795371552353 -0.00541166835728871 -0.0269675097310462
-740 -500 0 -0.0125129873702656 -0.00545688315205755 -0.0267796382241274
-740 -460 0 -0.0124577274506776 -0.0055090286995162 -0.0266005969698968
-740 -420 0 -0.0124151491354423 -0.00556825513377567 -0.0264313497423218
-740 -380 0 -0.0123867104133587 -0.00563460730168528 -0.026272901956173
-740 -340 0 -0.012373906829509 -0.00570800076564898 -0.0261262876031903
-740 -300 0 -0.0123782328677298 -0.00578819914313892 -0.0259925520936111
-740 -260 0 -0.0124011333789782 -0.00587479527602275 -0.0258727309400696
-740 -220 0 -0.0124439462098075 -0.00596719914489455 -0.0257678245892517
-740 -180 0 -0.0125078386672639 -0.00606463553167888 -0.0256787701686069
-740 -140 0 -0.0125937420492956 -0.00616615401999885 -0.0256064114267676
-740 -100 0 -0.0127022898673201 -0.00627065290272507 -0.0255514686328946
-740 -59.9999999999999 0 -0.0128337662099435 -0.00637691696622182 -0.0255145105653034
-740 -20 0 -0.0129880705875524 -0.00648366714516021 -0.0254959308633856
-740 20 0 0.0131647043538046 0.00658961806455674 0.0254959308633856
-740 59.9999999999999 0 0.0133627814871286 0.0066935379701687 0.0255145105653034
-740 100 0 0.0135810635052328 0.00679430490627497 0.0255514686328946
-740 140 0 0.0138180151826898 0.00689095344274442 0.0256064114267676
-740 180 0 0.0140718752079097 0.00698270770366453 0.0256787701686069
-740 220 0 0.0143407344631948 0.00706899855886244 0.0257678245892517
-740 260 0 0.0146226144499275 0.00714946510703164 0.0258727309400696
-740 300 0 0.0149155393829623 0.00722394251983406 0.0259925520936111
-740 340 0 0.0152175972638347 0.00729243960120768 0.0261262876031903
-740 380 0 0.0155269873305509 0.0073551099352553 0.026272901956173
-740 420 0 0.0158420532402636 0.00741222033716304 0.0264313497423218
-740 460 0 0.016161302881336 0.00746411969334553 0.0266005969698968
-740 500 0 0.0164834167129134 0.00751121042084255 0.0267796382241274
-740 540 0 0.0168072470122999 0.00755392389847826 0.0269675097310462
-740 580 0 0.0171318104774704 0.00759270046178698 0.0271632986486918
-740 620 0 0.0174562764195968 0.00762797397718288 0.027366149062625
-740 660 0 0.0177799524168088 0.00766016062906535 0.027575265231196
-740 700 0 0.0181022688859135 0.00768965134236078 0.0277899126304356
-740 740 0 0.0184227636304311 0.00771680718263856 0.0280094173107063
-740 780 0 0.0187410670781094 0.00774195708464272 0.0282331640157416
-740 820 0 0.0190568886437766 0.00776539732174291 0.0284605934433226
-740 860 0 0.0193700044441439 0.00778739221596794 0.0286911989550491
-740 900 0 0.0196802464422702 0.00780817568218751 0.0289245229762259
-740 940 0 0.0199874929998183 0.00782795328920685 0.0291601532687758
-740 980 0 0.0202916607535776 0.00784690459904062 0.0293977192113553
-700 -980 0 -0.0135516195491555 -0.00515491176377993 -0.0289181807110484
-700 -940 0 -0.0134195941371937 -0.00514090163619924 -0.0286717423668776
-700 -900 0 -0.0132893703974085 -0.00513004378058004 -0.0284269316239969
-700 -860 0 -0.013161361642295 -0.00512265675064793 -0.0281841178430683
-700 -820 0 -0.0130360439254466 -0.0051190836133514 -0.0279437153246124
-700 -780 0 -0.0129139644955733 -0.00511969132084552 -0.0277061879049956
-700 -740 0 -0.0127957509052271 -0.00512486901920322 -0.027472053712564
-700 -700 0 -0.0126821205883154 -0.00513502493755871 -0.0272418899575463
-700 -660 0 -0.0125738905895109 -0.00515058143481822 -0.027016337571615
-700 -620 0 -0.0124719869527706 -0.00517196772232513 -0.0267961054406781
-700 -580 0 -0.01237745304969 -0.00519960974432293 -0.0265819738871654
-700 -540 0 -0.012291455850934 -0.00523391670510442 -0.0263747969574533
-700 -500 0 -0.0122152888251507 -0.00527526381156828 -0.0261755029612689
-700 -460 0 -0.0121503698157764 -0.00532397098866034 -0.0259850926030739
-700 -420 0 -0.0120982319472444 -0.00538027766182551 -0.0258046339574857
-700 -380 0 -0.0120605054292055 -0.00544431421777993 -0.0256352534966263
-700 -340 0 -0.0120388881737509 -0.00551607146328218 -0.0254781224096046
-700 -300 0 -0.0120351035531755 -0.00559537026791272 -0.0253344376008407
-700 -260 0 -0.0120508445386142 -0.00568183450003351 -0.0252053970505634
-700 -220 0 -0.0120877049560867 -0.00577487115966488 -0.025092169690062
-700 -180 0 -0.0121471006417673 -0.00587366201497637 -0.0249958605798825
-700 -140 0 -0.0122301856542448 -0.00597717076638351 -0.0249174729302906
-700 -100 0 -0.0123377709735855 -0.0060841685623176 -0.0248578692657702
-700 -59.9999999999999 0 -0.0124702546794278 -0.00619327852872172 -0.0248177346578525
-700 -20 0 -0.0126275728244501 -0.00630303709882768 -0.024797545262958
-700 20 0 0.0128091786839147 0.00641196690386993 0.024797545262958
-700 59.9999999999999 0 0.0130140547807035 0.00651865356977931 0.0248177346578525
-700 100 0 0.0132407576129514 0.00662181767340903 0.0248578692657702
-700 140 0 0.0134874903342929 0.00672037373195334 0.0249174729302906
-700 180 0 0.0137521948615269 0.00681347031530735 0.0249958605798825
-700 220 0 0.0140326528544946 0.00690050859151824 0.025092169690062
-700 260 0 0.0143265850321232 0.00698113999722692 0.0252053970505634
-700 300 0 0.0146317400756978 0.00705524648261548 0.0253344376008407
-700 340 0 0.0149459672381659 0.00712290843035381 0.0254781224096046
-700 380 0 0.0152672699228075 0.00718436579506111 0.0256352534966263
